Time (s),Channel 7,Channel 5,Channel 6,Channel 8,Channel 25,Channel 23,Channel 24,Channel 26,Channel 27,Channel 1,Channel 2,Channel 14,Channel 16,Channel 17
4.2500000000e+001,2.4074124706e+001,4.4710877981e+000,8.4689217769e+000,4.6388645995e+000,1.0862811641e+001,1.1979551218e+001,2.9683636279e+001,6.6662190712e+000,1.1393182389e+001,1.2522081705e+001,7.8090325774e+000,6.1075266645e+000,6.1489781100e-001,1.6049254051e+001
4.3000000000e+001,2.0514591642e+001,6.6898383420e+000,7.9666711585e+000,3.2631126188e+000,1.5437595296e+001,1.5283151992e+001,3.7793229068e+001,6.8409633582e+000,1.5493319285e+001,1.4819075838e+001,9.7533104865e+000,8.5058923208e+000,5.4172159244e-001,1.9812094462e+001
4.3500000000e+001,2.6388710062e+001,4.0324354077e+000,6.9332114604e+000,4.5847400875e+000,9.2023454572e+000,8.5803865937e+000,3.3460971461e+001,6.2310361424e+000,9.5729524778e+000,6.4215400405e+000,3.8315451504e+000,4.9244558267e+000,4.1016479058e-001,1.6741935696e+001
4.4000000000e+001,2.0884608639e+001,3.4771572664e+000,7.1580027286e+000,3.6045783353e+000,8.4999259765e+000,8.1357905716e+000,3.0280956630e+001,5.0735835606e+000,1.3299258302e+001,7.4111145272e+000,3.7630259295e+000,5.8107616639e+000,5.0768953203e-001,1.6464944892e+001
4.4500000000e+001,2.1228150590e+001,4.5930320366e+000,4.6370743319e+000,2.7053061942e+000,1.1205181497e+001,1.1939150580e+001,2.4066934948e+001,6.7774267163e+000,3.4652527142e+001,6.7396566736e+000,3.4483152984e+000,4.0690259056e+000,5.7257131705e-001,1.6685553259e+001
4.5000000000e+001,1.9253222919e+001,3.4009760935e+000,7.8466104126e+000,3.8214396615e+000,9.2841008870e+000,7.5361795005e+000,2.1416087560e+001,6.2824476741e+000,2.3880131654e+001,9.5698291634e+000,6.4993183591e+000,6.6333452935e+000,8.0249047763e-001,8.9528675785e+000
4.5500000000e+001,2.2576151776e+001,2.9318599028e+000,5.0676172212e+000,4.0902911332e+000,1.1575082953e+001,7.2413949695e+000,1.9036221301e+001,8.3144183059e+000,4.4339102465e+001,7.3656351274e+000,4.3087272338e+000,6.8290806480e+000,7.4423124519e-001,1.2222670808e+001
4.6000000000e+001,2.5004214474e+001,4.6322892547e+000,1.1155707013e+001,7.0399555200e+000,1.6987951557e+001,1.0446728155e+001,4.1690041260e+001,7.1707683810e+000,1.3306505753e+001,1.3592772555e+001,1.0753941585e+001,7.9492592959e+000,2.3079665703e+002,9.5309065283e+001
4.6500000000e+001,2.9370796618e+001,3.2482082102e+000,6.8517064979e+000,6.4534293278e+000,1.8300007581e+001,1.6499808648e+001,2.6792323155e+001,7.4795691133e+000,2.1823316402e+001,7.9413999628e+000,5.8721706325e+000,1.1795688095e+001,1.0557439624e+003,4.8727638801e+001
4.7000000000e+001,1.7653811792e+001,3.6887977061e+000,5.2731416837e+000,4.1491082656e+000,1.2957359586e+001,9.6977215435e+000,3.0628509494e+001,5.3178638177e+000,2.0011971174e+001,9.1775886468e+000,5.0509285656e+000,1.0990786656e+001,1.1853366829e+003,9.8315873118e+001
4.7500000000e+001,2.4699352098e+001,2.3961155706e+000,9.0408161465e+000,5.3429920066e+000,1.5388065164e+001,1.7665401875e+001,1.9723206517e+001,6.4896876269e+000,1.4677621977e+001,1.0973182158e+001,6.3149441140e+000,1.5560462881e+001,5.5799697967e+001,1.9074093728e+001
4.8000000000e+001,3.0848049775e+001,2.9634969532e+000,1.3049384421e+001,7.5643233423e+000,9.4731594576e+000,9.1398741247e+000,1.5626645337e+001,2.7657315260e+000,7.7739116157e+000,8.9898822178e+000,6.5210266833e+000,7.8622021664e+000,2.1148536823e+002,1.5062774670e+001
4.8500000000e+001,2.0149296235e+001,5.4134515108e+000,6.1770987849e+000,5.1490968372e+000,9.8867382623e+000,9.4233571238e+000,2.7577863205e+001,4.6381585688e+000,2.7052919173e+001,1.2627474829e+001,1.0608523854e+001,9.7762638765e+000,1.6148812817e+003,2.9252413691e+001
4.9000000000e+001,2.7013445578e+001,5.5595067096e+000,8.0289378251e+000,7.1144839129e+000,1.2585468918e+001,1.5309556387e+001,3.1948004523e+001,5.0415509877e+000,1.7900261388e+001,7.3582761943e+000,6.7757810153e+000,8.3849765552e+000,1.6097183946e+003,1.6807627898e+001
4.9500000000e+001,2.3622118032e+001,3.9965665860e+000,6.2283633489e+000,5.2611789471e+000,8.7088150388e+000,1.2306231926e+001,2.7670787847e+001,5.8075713128e+000,1.1872701515e+001,8.6480668859e+000,6.8171717793e+000,9.6177534923e+000,2.3480816161e+002,2.5265442076e+001
5.0000000000e+001,2.0423838309e+001,4.7532524297e+000,5.4291566668e+000,3.0944193608e+000,8.4185872067e+000,1.6232057363e+001,3.1144481577e+001,5.5944307069e+000,2.6828567181e+001,9.5349846749e+000,6.6206574798e+000,6.2087988780e+000,6.9167469308e+000,2.1705271798e+001
5.0500000000e+001,2.2370437644e+001,5.3152097392e+000,5.3169927250e+000,3.8975026742e+000,7.9796810161e+000,2.3714913348e+001,2.7677500264e+001,4.5754952511e+000,2.2843229668e+001,7.0406965352e+000,6.7161027463e+000,6.4360128719e+000,5.7152755572e-001,3.2573371088e+001
5.1000000000e+001,1.7470472238e+001,3.4191713144e+000,8.6990065098e+000,3.9665061564e+000,9.4715141183e+000,2.5250540271e+001,2.1813313366e+001,5.4609494329e+000,9.9257784122e+000,5.9103574569e+000,3.4646277339e+000,5.7213396956e+000,5.8349275236e+003,3.1594763198e+001
5.1500000000e+001,2.0908078962e+001,4.8498357057e+000,7.7965165842e+000,3.5309239333e+000,1.4124823496e+001,2.3577012244e+001,2.1895686535e+001,7.2235757442e+000,1.0208893080e+001,6.8112402809e+000,4.7369109271e+000,7.0253287339e+000,2.7968408678e+003,3.6288862224e+001
5.2000000000e+001,2.5194908119e+001,4.0881443626e+000,4.6404603563e+000,2.9918233063e+000,1.2125432477e+001,1.9729865338e+001,1.9446634007e+001,5.2717249579e+000,1.3360172639e+001,6.1326059160e+000,4.5114745643e+000,5.4958408038e+000,7.1897324184e+003,3.1956468643e+001
5.2500000000e+001,2.2463181346e+001,3.6253105451e+000,6.9709356956e+000,3.4919913845e+000,1.4957231430e+001,2.7259718412e+001,2.5245435663e+001,4.4668238895e+000,1.7553592524e+001,8.8886690833e+000,5.0191442600e+000,9.5947629567e+000,1.1506799473e+004,3.2891234295e+001
5.3000000000e+001,2.3964639333e+001,3.4462904711e+000,7.4245986537e+000,3.2541006256e+000,1.0048021962e+001,2.1033973010e+001,2.2064513078e+001,3.5733131501e+000,1.1631132106e+001,8.4742073402e+000,4.7465461478e+000,7.5287447954e+000,1.2580803268e+004,3.7961952847e+001
5.3500000000e+001,1.4388217753e+001,3.3811186465e+000,8.1845409578e+000,3.0823655316e+000,9.4763480263e+000,1.7785852522e+001,1.7674626293e+001,5.3082962764e+000,1.0179017646e+001,9.7934034077e+000,4.4235182888e+000,7.6658013453e+000,5.0780616097e+003,1.8459839864e+001
5.4000000000e+001,1.8275055996e+001,2.1606667777e+000,6.8524592253e+000,3.2762842951e+000,9.2041609739e+000,1.2141475639e+001,2.3288158175e+001,5.3991574908e+000,7.4379624566e+000,5.8104694057e+000,3.7553855963e+000,5.0344956111e+000,5.2583370369e+003,2.1565509584e+001
5.4500000000e+001,1.6703084110e+001,2.8134976025e+000,6.0083174074e+000,2.5448040814e+000,8.6598521414e+000,1.6769976737e+001,2.1175066317e+001,3.5233100066e+000,1.4964508612e+001,8.0886116697e+000,5.1603428494e+000,3.9262679406e+000,1.5903106289e+003,2.5830684027e+001
5.5000000000e+001,2.0108553218e+001,4.5150706604e+000,6.7387072744e+000,3.2409950477e+000,9.0583386143e+000,1.1676356365e+001,2.8874720756e+001,3.5884360248e+000,1.1234595098e+001,8.8431682539e+000,6.2801586166e+000,5.8490992882e+000,4.5907763223e+003,1.6913852625e+001
5.5500000000e+001,2.7225581138e+001,2.8851099023e+000,5.4268367817e+000,3.6968939356e+000,8.8802125649e+000,1.8211487939e+001,2.5580365168e+001,3.9502024777e+000,1.0792712781e+001,7.5307355742e+000,4.0754968338e+000,9.1775444944e+000,2.2498279239e+003,1.7805592999e+001
5.6000000000e+001,1.8390048725e+001,6.0072263216e+000,8.8439859311e+000,4.2577517157e+000,1.1622455067e+001,1.3017384663e+001,2.3896552316e+001,4.4556639496e+000,1.1966239533e+001,1.3376571079e+001,9.4860681178e+000,7.8299465430e+000,3.3468111054e+003,1.7238727585e+001
5.6500000000e+001,2.6779155832e+001,4.7636370435e+000,7.6993015312e+000,4.3701497533e+000,1.1103194006e+001,1.1752439831e+001,2.1771814703e+001,4.8419717058e+000,7.2688216997e+000,9.3048377343e+000,6.3364914726e+000,7.0440303199e+000,4.7271103906e+001,1.5496868911e+001
5.7000000000e+001,1.6934927593e+001,5.1614822132e+000,5.9694193515e+000,4.3026578924e+000,1.1470289783e+001,1.0580707025e+001,1.8768571317e+001,5.2470438668e+000,8.5617356994e+000,1.1644944985e+001,7.7707477748e+000,6.9746650206e+000,1.3893522974e+000,8.9512918065e+000
5.7500000000e+001,1.4766139970e+001,4.9812459672e+000,6.3489603885e+000,3.1313973059e+000,1.1925348189e+001,1.1229826390e+001,1.5656680326e+001,4.0437326212e+000,9.3199370091e+000,5.7911052860e+000,6.4844286473e+000,7.0472932666e+000,5.2836556303e-001,2.1946396850e+001
5.8000000000e+001,1.8084287204e+001,5.1497823892e+000,6.6750600357e+000,3.4968048400e+000,1.0606452412e+001,1.1371293354e+001,1.9615206044e+001,5.6951326076e+000,8.2856133657e+000,9.2075244609e+000,6.3369851642e+000,4.6601503183e+000,7.4624793712e-001,1.7790713199e+001
5.8500000000e+001,1.5109131654e+001,3.7742425782e+000,9.5619823617e+000,2.3951991026e+000,1.0160631601e+001,1.5920483789e+001,1.5569837614e+001,4.4411580379e+000,7.8699291371e+000,5.9530125807e+000,6.2619666880e+000,5.5555979242e+000,7.3853046612e-001,2.9680581938e+001
5.9000000000e+001,1.9389901755e+001,3.4128082568e+000,7.6693130131e+000,3.0998554345e+000,7.0818927342e+000,1.6297136353e+001,2.0023477411e+001,4.0409132682e+000,1.1877376357e+001,7.4574926835e+000,5.7819627413e+000,6.4754298440e+000,3.2569002521e+002,3.9564032757e+001
5.9500000000e+001,1.9141761117e+001,3.9364950783e+000,7.8258289558e+000,5.1494426548e+000,6.9597734085e+000,2.2321883472e+001,1.8615866846e+001,5.8309915063e+000,1.4762199020e+001,1.1671335362e+001,5.9510852110e+000,6.4757828231e+000,6.2785217586e+003,3.0361492976e+001
6.0000000000e+001,1.8826737919e+001,3.4693498982e+000,8.9018054736e+000,4.3109079929e+000,1.0677391710e+001,1.9042623900e+001,3.3621795577e+001,5.5550903653e+000,1.1042222327e+001,8.5061951431e+000,6.0357903436e+000,7.5096753106e+000,7.7987655299e+003,3.7531596898e+001
6.0500000000e+001,2.5239349147e+001,4.4991985267e+000,6.4726864634e+000,4.8632911394e+000,1.0345032438e+001,1.2996102493e+001,2.4252908634e+001,8.1743074091e+000,6.0577994896e+000,1.0166911812e+001,5.9500691922e+000,7.4916811054e+000,7.1966194125e+003,6.3568611366e+001
6.1000000000e+001,3.5038514245e+001,6.1387141891e+000,1.1625701606e+001,7.3577836944e+000,9.2251783786e+000,8.5959717292e+000,2.7332453410e+001,5.0067515816e+000,8.6169371987e+000,1.2710444843e+001,8.8978088781e+000,7.8714502578e+000,1.6658769196e+003,6.1588700325e+001
6.1500000000e+001,2.0238750943e+001,3.3881989431e+000,7.7414633385e+000,4.6017496937e+000,7.8073516694e+000,9.5626483912e+000,1.7512203578e+001,5.9125312059e+000,1.4389541008e+001,1.0328408442e+001,7.8579408239e+000,4.6561681739e+000,3.9761683602e+002,4.2045187597e+001
6.2000000000e+001,1.4185542191e+001,7.0485160995e+000,7.7805989699e+000,4.3384434709e+000,9.0332819312e+000,1.3071772225e+001,1.7944951604e+001,3.8349076404e+000,1.0582831585e+001,1.8504836806e+001,1.2463537313e+001,5.4217016861e+000,1.0188563690e+001,1.5616987415e+001
6.2500000000e+001,1.3377085302e+001,3.8067729845e+000,7.3775798794e+000,3.2493673686e+000,7.5809323643e+000,9.1971212991e+000,1.6695196960e+001,3.8639089630e+000,1.0154948398e+001,8.0752570535e+000,6.1452947930e+000,3.2171333193e+000,7.5403585176e-001,1.0471392556e+001
6.3000000000e+001,1.4038758954e+001,3.9760889392e+000,4.7050582519e+000,2.7395291396e+000,9.9618378007e+000,9.6144474023e+000,1.9007799643e+001,4.5930541430e+000,5.9490277650e+000,9.2703675439e+000,5.4258721871e+000,5.8487860726e+000,5.5975880413e-001,1.4606533110e+001
6.3500000000e+001,1.7350617225e+001,3.1748828136e+000,6.3448076064e+000,3.1185490536e+000,7.3511524706e+000,1.1012323642e+001,2.3774744767e+001,4.2034035339e+000,9.9871073367e+000,5.4679543854e+000,4.5468808740e+000,6.1299041589e+000,5.4037466488e-001,1.5273400113e+001
6.4000000000e+001,1.8120835119e+001,4.1945528362e+000,5.6904263787e+000,2.8992595439e+000,7.8719543620e+000,1.1972323621e+001,1.8959033814e+001,5.1608594144e+000,6.4909004209e+000,6.2759176830e+000,6.5089576509e+000,5.6225118192e+000,9.2318764569e-001,2.9193835806e+001
6.4500000000e+001,1.1409889432e+001,3.3193643212e+000,5.3792994716e+000,3.9259754793e+000,1.0641795046e+001,1.0372198402e+001,2.1357348250e+001,4.9523217112e+000,5.3204397923e+000,6.4281079886e+000,5.9874747613e+000,6.9160964854e+000,5.5606461176e-001,1.9502636197e+001
6.5000000000e+001,1.7867391815e+001,4.5607348883e+000,7.2184907039e+000,4.5991260663e+000,7.0181686511e+000,1.0715107746e+001,1.6728862767e+001,4.3048229549e+000,5.4593848728e+000,9.8143606175e+000,8.3546490005e+000,6.8536827947e+000,8.7540610276e-001,1.9847802786e+001
6.5500000000e+001,1.6874682292e+001,3.2241515677e+000,6.2717121498e+000,3.0463222521e+000,8.1057023290e+000,1.0221448456e+001,2.5668538846e+001,3.9056042431e+000,5.1619065292e+000,7.5092035046e+000,4.8197031044e+000,5.4640777871e+000,5.3648031161e-001,2.0653808159e+001
6.6000000000e+001,2.2937364248e+001,4.3541221457e+000,7.3215949854e+000,3.7276390766e+000,9.0641351288e+000,1.1977200074e+001,2.1155166018e+001,5.3237494005e+000,5.9698188785e+000,5.7998299182e+000,4.5113461516e+000,3.4364457674e+000,4.0739311442e-001,1.3317095783e+001
6.6500000000e+001,1.8565834907e+001,3.9334216873e+000,5.4368658746e+000,3.0480381715e+000,1.0201254387e+001,1.5551787927e+001,1.8442642040e+001,3.3167557850e+000,1.0819461187e+001,6.9932675241e+000,4.4528024468e+000,5.3283588963e+000,5.0287219941e-001,1.5164883887e+001
6.7000000000e+001,2.0635616139e+001,4.3724018278e+000,4.8757976915e+000,4.9067404995e+000,1.4500910012e+001,1.4829669520e+001,2.0454999466e+001,6.9263869390e+000,1.1750517127e+001,1.0672070724e+001,4.8111413222e+000,5.9763315709e+000,3.9954690075e-001,1.6917169823e+001
6.7500000000e+001,2.2749368254e+001,5.0048965969e+000,4.9829872238e+000,4.2052268835e+000,1.3806076993e+001,1.0116734683e+001,2.0111481833e+001,5.7389187939e+000,8.8929000580e+000,1.2322598753e+001,5.7619379929e+000,5.8077902351e+000,4.4485811650e-001,3.0768764017e+001
6.8000000000e+001,2.4618771484e+001,4.2945809195e+000,7.3565947193e+000,4.5024144646e+000,9.7401627797e+000,1.4155442013e+001,1.3907595966e+001,5.8018160386e+000,1.1194726473e+001,6.7744697542e+000,5.2987431970e+000,4.4042330224e+000,6.3268141730e-001,1.6189822256e+001
6.8500000000e+001,1.8627740166e+001,4.7757902843e+000,6.2260028467e+000,5.4604160738e+000,1.0287788485e+001,1.5030852687e+001,2.0448217997e+001,4.5720171921e+000,8.7676733811e+000,8.9831011190e+000,5.8670779489e+000,5.8820355551e+000,7.6837288980e-001,2.5327582359e+001
6.9000000000e+001,1.7869705051e+001,4.7164016555e+000,7.1067708718e+000,3.6077667374e+000,1.0997639905e+001,1.0595763489e+001,1.8878761405e+001,4.6617896733e+000,8.9428036737e+000,6.2403229520e+000,6.1842143040e+000,5.7257650947e+000,5.9126231171e-001,2.1052362154e+001
6.9500000000e+001,2.4531004952e+001,7.1290603725e+000,6.9265055471e+000,4.4822735759e+000,9.0416543624e+000,7.7558267308e+000,1.5943851773e+001,4.5476764065e+000,1.0003836720e+001,1.2312312609e+001,8.7780910886e+000,7.6579731469e+000,5.2332258505e-001,1.7233261355e+001
7.0000000000e+001,1.4256447969e+001,3.6897163139e+000,6.7749228432e+000,3.6494728746e+000,5.2384442817e+000,1.0324461166e+001,2.0967620905e+001,3.7094837820e+000,8.4491875182e+000,6.5392345950e+000,5.5282495229e+000,4.9739852971e+000,4.9398924340e-001,1.6877192528e+001
7.0500000000e+001,2.9113330877e+001,5.2788178108e+000,7.1721954826e+000,4.4376443967e+000,8.7685846350e+000,1.1185370194e+001,1.5142679708e+001,3.6842760983e+000,6.2732003350e+000,1.1678953681e+001,8.5153459990e+000,6.4590140651e+000,7.2475770187e-001,2.2761905946e+001
7.1000000000e+001,1.3893737109e+001,3.9585169628e+000,6.4390883959e+000,3.6456674547e+000,8.5327373507e+000,1.6736223116e+001,2.1563838754e+001,5.2040781700e+000,9.3448761173e+000,9.0318745698e+000,4.8719848210e+000,4.3154297136e+000,1.5167038671e+001,2.5577856385e+001
7.1500000000e+001,1.9487999671e+001,4.7087282092e+000,8.1881258137e+000,4.6607021316e+000,9.7306024970e+000,1.2976518301e+001,1.8055506003e+001,4.7029425296e+000,1.2890411669e+001,9.2876627131e+000,7.4904853278e+000,6.4752589021e+000,1.1937683796e+001,2.1264079091e+001
7.2000000000e+001,1.8223662959e+001,3.6543479229e+000,5.1553005186e+000,4.8003795436e+000,8.8456016918e+000,1.9208404664e+001,1.5370039664e+001,4.0176724931e+000,1.0889329641e+001,1.0621533450e+001,6.6864766024e+000,8.4175419694e+000,5.9976625865e+000,6.6426636895e+001
7.2500000000e+001,3.0962135467e+001,3.6088860329e+000,7.5503067298e+000,4.9245809036e+000,8.4633780159e+000,1.1715457592e+001,1.6705234384e+001,4.7332116606e+000,1.1704427525e+001,8.5517453799e+000,6.9893710845e+000,7.1920155889e+000,4.1604776124e-001,5.6746151347e+001
7.3000000000e+001,4.5031840665e+001,3.5944147885e+000,1.0430921998e+001,7.0171316535e+000,1.3099323054e+001,1.3552379860e+001,1.7547729654e+001,7.9362548704e+000,1.1409837573e+001,1.1752858508e+001,5.8386597173e+000,8.3698511740e+000,5.7004388488e-001,2.7540045908e+001
7.3500000000e+001,3.9268409018e+001,4.9485576543e+000,7.4501181082e+000,4.9497975454e+000,1.1652905366e+001,1.0289218428e+001,2.5431540155e+001,7.1724568249e+000,1.0211627180e+001,1.7778311229e+001,1.2061278812e+001,6.0525023113e+000,4.9026695448e-001,1.9494380852e+001
7.4000000000e+001,3.0311661070e+001,4.4874876916e+000,1.0656017285e+001,4.4144049256e+000,1.0022854774e+001,1.0981694482e+001,2.1553325408e+001,6.0061105665e+000,7.6550456971e+000,1.0431878718e+001,6.2245772564e+000,8.9539979075e+000,7.5243656576e-001,1.7901186961e+001
7.4500000000e+001,2.4766671804e+001,4.8698717187e+000,7.5086163512e+000,4.6663457222e+000,1.4809799196e+001,1.3017771771e+001,2.2229199857e+001,4.9702435640e+000,8.8170121137e+000,1.1984694645e+001,7.6377614386e+000,6.9785343240e+000,5.1702247648e-001,2.7143611014e+001
7.5000000000e+001,2.0585105204e+001,2.4044299461e+000,6.5236280082e+000,3.7934176797e+000,1.2356530907e+001,1.1133000908e+001,2.2875503678e+001,5.2636754792e+000,7.3150089835e+000,9.8303508017e+000,5.0619859481e+000,6.6990598164e+000,8.5635315955e-001,2.6716155048e+001
7.5500000000e+001,1.6530899595e+001,2.8617128733e+000,5.6356118499e+000,4.6319126049e+000,1.5745621808e+001,1.6215166886e+001,2.1927512870e+001,6.5499749026e+000,1.2256248020e+001,7.4617877168e+000,6.2596591134e+000,1.1724654312e+001,4.4284865075e-001,1.7482338134e+001
7.6000000000e+001,2.3730087328e+001,4.2657301102e+000,5.1804382631e+000,3.7871730512e+000,1.0059964374e+001,1.4082685812e+001,2.0459396576e+001,4.9850117818e+000,9.1042727339e+000,1.0770487172e+001,8.7346150038e+000,1.1400336715e+001,5.3302384227e-001,1.4278855867e+001
7.6500000000e+001,2.7979059270e+001,3.4269892729e+000,1.0522476493e+001,4.4906737112e+000,1.0136194217e+001,1.1009960397e+001,2.5964874872e+001,4.5986131856e+000,7.4505518260e+000,7.3268555167e+000,6.3256857500e+000,7.2196873454e+000,7.2904112996e-001,1.6212287502e+001
7.7000000000e+001,5.0724764762e+001,2.7358647797e+001,3.6546231736e+001,3.3294687970e+001,3.5127402055e+001,5.0836308979e+001,9.2863440494e+001,2.9095964657e+001,1.4677083082e+002,2.3276200165e+001,2.7596145381e+001,4.2972962986e+001,7.8365905936e+004,2.7249515579e+001
7.7500000000e+001,2.4553982516e+001,1.5706010023e+001,1.9763492034e+001,1.6608254407e+001,1.9741313143e+001,3.4393827534e+001,6.0044785201e+001,1.6137626462e+001,9.6138927418e+001,2.0239485826e+001,1.8593075251e+001,2.2108017573e+001,4.0163417111e+004,7.4839451793e+001
7.8000000000e+001,4.7905849957e+001,3.1664217077e+001,4.0720777674e+001,3.6010061768e+001,4.5325876940e+001,5.0599062116e+001,8.7709188627e+001,3.7557862780e+001,1.5643365552e+002,3.3809769255e+001,3.5855343397e+001,4.2064305448e+001,8.7218963869e+004,6.2693635900e+001
7.8500000000e+001,2.3337305833e+001,4.4091257391e+000,8.2895202502e+000,4.6701581324e+000,8.7659251206e+000,8.2194386847e+000,1.6492624669e+001,4.2255173903e+000,1.0284534398e+001,1.1961827413e+001,5.9157270324e+000,1.0176484538e+001,1.2654190732e+003,2.0904986391e+001
7.9000000000e+001,1.7631958416e+001,4.1278837162e+000,5.9179347059e+000,4.1470983328e+000,1.3696896665e+001,7.9788533688e+000,2.9041281489e+001,6.3256555282e+000,8.0709910796e+000,7.6396539628e+000,5.7163750747e+000,8.3267020154e+000,5.6737838016e+001,1.2637997034e+001
7.9500000000e+001,1.8826277600e+001,4.4546665267e+000,6.6498468451e+000,2.5631144436e+000,7.5095226700e+000,8.2587545564e+000,2.3876627786e+001,4.0939212909e+000,6.0170760138e+000,5.9872538507e+000,5.3842219389e+000,9.5064754758e+000,1.8936098680e+000,1.1367156280e+001
8.0000000000e+001,1.8072976030e+001,4.0324865020e+000,5.1622283500e+000,3.2663236000e+000,1.6424059251e+001,1.1356874072e+001,4.2795541897e+001,7.3426113391e+000,8.1762000107e+000,6.0933282471e+000,5.1744922361e+000,8.5431210748e+000,9.4859106691e-001,1.5088462281e+001
8.0500000000e+001,1.9046265174e+001,4.0711771949e+000,9.2596731592e+000,4.4832792189e+000,9.3000935991e+000,8.3276592598e+000,3.3703059655e+001,5.8640961360e+000,1.1958652048e+001,6.2035395562e+000,6.3772471967e+000,5.1419329703e+000,7.0996977213e-001,2.1795178920e+001
8.1000000000e+001,2.2648521578e+001,3.1951189706e+000,9.2462517674e+000,4.6573295289e+000,1.4010072308e+001,1.5650008150e+001,3.1587420337e+001,7.1847212705e+000,8.4141554755e+000,5.6985814927e+000,5.2015740605e+000,8.1426114602e+000,5.3956818794e-001,1.9877395724e+001
8.1500000000e+001,3.0053387789e+001,2.3995868442e+000,6.9524744660e+000,5.0089836051e+000,1.3621991560e+001,1.2148486932e+001,1.9586072828e+001,7.9883262816e+000,1.3507789573e+001,5.1661561790e+000,4.3055794437e+000,1.2507428721e+001,4.3877038168e+002,3.3422209554e+001
8.2000000000e+001,1.9883280614e+001,4.2576770085e+000,6.6760433049e+000,3.2288305777e+000,1.6471273588e+001,1.4463517491e+001,3.2020048990e+001,7.9953067182e+000,1.2448355108e+001,9.6407737482e+000,4.6834919334e+000,1.1691109045e+001,4.1510126753e+002,2.0464363081e+001
8.2500000000e+001,2.9960228237e+001,6.4382850291e+000,9.4920109478e+000,5.5335921396e+000,1.6886719388e+001,1.5067450163e+001,2.3909771261e+001,9.1958019769e+000,1.6168729892e+001,2.2291762312e+001,1.2572190363e+001,1.2240650224e+001,4.4490819151e+001,4.4137441571e+001
8.3000000000e+001,3.1078347292e+002,2.8108072591e+002,3.0271613728e+002,2.9067776791e+002,2.8994729873e+002,2.5103783989e+002,2.8399206657e+002,2.8185049158e+002,2.5930940199e+002,2.7801803092e+002,2.8578084981e+002,2.9211830748e+002,5.6890865999e+004,2.3836826955e+002
8.3500000000e+001,3.0128173050e+002,2.8012878123e+002,2.9330791292e+002,2.8223547569e+002,2.8757275048e+002,2.5532075411e+002,2.8471691978e+002,2.7994016175e+002,2.6000907589e+002,2.7310718942e+002,2.8236560137e+002,2.8724166272e+002,5.8572752881e+004,2.5080638391e+002
8.4000000000e+001,2.9523990769e+001,2.6741410379e+001,2.6237325770e+001,2.5213246390e+001,3.2756931176e+001,3.9955626325e+001,4.7176770545e+001,2.6680583919e+001,2.8767757062e+001,2.7534849907e+001,2.6575635469e+001,2.2733593370e+001,1.0891732606e+004,3.5381752227e+001
8.4500000000e+001,4.0140823808e+001,1.2644675928e+001,9.3937736364e+000,8.4423324910e+000,1.5144634927e+001,2.7856769358e+001,3.5345953593e+001,1.3761870830e+001,1.8571355859e+001,1.7426700052e+001,1.2139130618e+001,1.3208924447e+001,7.4871179380e+003,3.2977373485e+001
8.5000000000e+001,3.6405846088e+001,4.2170960653e+000,9.4486907457e+000,8.7678056848e+000,1.7257043789e+001,1.4926216641e+001,2.2793526650e+001,1.0489545115e+001,1.0787449223e+001,1.2863217362e+001,6.7690106918e+000,1.7393079928e+001,2.6675771335e+002,2.6566990269e+001
8.5500000000e+001,3.2775498738e+001,3.6070389332e+000,1.1831991239e+001,1.0511680702e+001,1.5649431387e+001,1.5122100665e+001,3.8521467682e+001,1.0272573992e+001,1.2744157909e+001,9.9026158902e+000,6.0935751929e+000,1.7301998760e+001,9.4410558322e+000,2.4878590725e+001
8.6000000000e+001,4.2792139700e+001,3.5744359856e+000,1.5130711029e+001,9.9295834110e+000,1.5387556548e+001,1.5268657164e+001,2.8386244557e+001,1.0900119236e+001,1.2691411683e+001,1.4178191051e+001,7.5875766774e+000,1.4865955083e+001,9.2416353412e-001,1.4798424232e+002
8.6500000000e+001,3.7459278259e+001,1.7146051571e+000,1.6667467842e+001,9.4242146192e+000,1.9049652348e+001,1.4207099808e+001,4.3946147845e+001,8.9864886472e+000,1.2161245250e+001,8.5975305408e+000,5.1687513046e+000,5.6242926117e+000,4.5942526099e-001,7.8282554392e+001
8.7000000000e+001,3.6955470213e+001,3.1390799255e+000,1.6212712970e+001,8.4802572515e+000,1.6428870647e+001,2.1665601552e+001,2.4251157034e+001,9.7730590923e+000,9.6412011689e+000,1.2471741754e+001,9.7982741138e+000,6.4157718156e+000,8.0924491592e+001,1.1302488997e+002
8.7500000000e+001,2.1890795891e+001,3.8692781636e+000,9.0564003777e+000,5.6428029055e+000,1.8991225912e+001,2.1493935100e+001,4.0134453359e+001,9.2886380217e+000,1.7112958263e+001,1.5899337227e+001,8.5123946589e+000,1.0163196307e+001,1.9167928038e+002,2.5482427676e+001
8.8000000000e+001,1.9508791177e+001,3.9313935372e+000,1.2990546521e+001,5.6243720069e+000,1.2996329028e+001,1.1027725008e+001,3.8888360630e+001,6.3935269923e+000,8.4641295166e+000,9.9897971989e+000,1.2261705403e+001,1.3167776384e+001,2.4474845179e+002,2.1322596761e+001
