Time (s),Channel 7,Channel 5,Channel 6,Channel 8,Channel 25,Channel 23,Channel 24,Channel 26,Channel 27,Channel 1,Channel 2,Channel 14,Channel 16,Channel 17
3.7000000000e+001,4.9975008706e+000,4.6082743041e+000,3.5811288520e+000,2.1963796583e+000,5.7892989671e+000,8.0349177081e+000,4.8408358378e+000,2.8633706609e+000,5.6916500139e+000,1.3965027846e+001,6.7976172891e+000,5.8972022105e+000,3.7699136539e-001,1.5842326420e+001
3.7500000000e+001,5.4875231636e+000,2.1203384299e+000,2.3418382732e+000,1.9295331069e+000,2.5046682325e+000,1.3836455104e+001,6.2122493739e+000,2.3890405429e+000,8.7432488989e+000,7.1365988833e+000,3.6162384911e+000,2.7808882123e+000,2.0174100756e+003,1.8902095092e+001
3.8000000000e+001,8.3129719238e+000,4.7079516690e+000,4.1383878977e+000,3.4985111892e+000,6.0733766750e+000,6.5662232504e+000,5.5557947036e+000,5.4132209770e+000,6.5830697080e+000,7.9586448284e+000,5.4273493235e+000,4.4010336954e+000,4.8055949985e+003,1.7543837558e+001
3.8500000000e+001,4.6597984544e+000,2.9283529109e+000,4.5448888731e+000,3.6534710375e+000,4.0478512633e+000,1.1471985813e+001,4.3152646226e+000,3.1036285771e+000,6.2995817994e+000,6.5443345907e+000,4.8259564776e+000,2.7203673250e+000,6.4135296226e+003,1.2600267677e+001
3.9000000000e+001,5.6616296980e+000,1.7629041117e+000,2.7014419455e+000,3.7382154598e+000,7.0386736298e+000,1.1328564884e+001,1.3917165520e+001,3.6776543089e+000,9.3579351376e+000,7.9731470806e+000,4.0818551187e+000,9.0133259622e+000,3.3809267621e+003,7.9807640344e+000
3.9500000000e+001,7.3703920648e+000,3.9503725127e+000,1.1532118890e+001,5.0112695652e+000,3.3643579722e+000,8.1845820814e+000,1.0493628068e+001,2.1923023276e+000,8.9743671456e+000,8.4944447193e+000,7.5733277286e+000,1.1870982848e+001,2.6715395249e+003,1.2837002227e+001
4.0000000000e+001,1.1422837732e+001,4.9396505394e+000,9.6084249136e+000,3.7476182661e+000,3.4592611262e+000,1.0855247806e+001,1.1376115291e+001,3.7683369581e+000,6.1420430504e+000,1.0374250464e+001,8.0652401242e+000,1.3864478891e+001,1.4608012828e+003,1.3022480173e+001
4.0500000000e+001,7.3055238461e+000,4.3291621223e+000,1.6561436015e+001,6.3152598851e+000,5.2010204553e+000,6.2490210558e+000,7.4868642462e+000,2.4459195507e+000,6.0676734904e+000,6.8602007316e+000,7.4087260857e+000,7.3663413977e+000,1.5917263286e+003,1.3643485799e+001
4.1000000000e+001,9.0021717886e+000,4.4467193255e+000,6.6107317119e+000,4.3583392939e+000,3.6553740695e+000,5.3237919967e+000,1.1518425562e+001,3.3877250697e+000,1.7637446233e+000,5.2741134121e+000,3.6978505889e+000,2.3217011850e+000,2.4168328941e+003,1.6239649370e+001
4.1500000000e+001,6.7678929789e+000,4.3597344148e+000,6.4914412390e+000,2.5962919875e+000,4.5947379256e+000,6.0362191774e+000,8.7922472847e+000,2.9649519487e+000,5.8306660352e+000,4.7220150310e+000,3.3720892588e+000,2.3655335563e+000,3.4283414635e+002,1.1289482798e+001
4.2000000000e+001,7.5530057226e+000,3.3253280216e+000,1.6262334996e+000,1.6009695980e+000,3.9515793560e+000,9.1022727210e+000,1.1596539592e+001,2.8673345073e+000,6.5221316126e+000,4.3935433727e+000,2.2832194992e+000,3.9289959057e+000,1.4612782115e+002,9.3247064518e+000
4.2500000000e+001,1.2556899289e+001,3.8339260886e+000,6.1112549521e+000,4.0321978251e+000,4.9277937589e+000,5.2734197216e+000,1.1459032360e+001,2.3878338753e+000,5.4182142893e+000,5.8911034882e+000,3.8122939758e+000,4.9598580844e+000,3.9125922641e+001,7.7046076213e+000
4.3000000000e+001,8.8927532592e+000,3.6322971446e+000,2.9776751200e+000,2.1396829785e+000,4.5483560600e+000,8.5647386655e+000,8.7639045973e+000,3.0171022432e+000,7.7034228590e+000,7.2395832446e+000,4.9553970963e+000,5.7880380769e+000,6.4001015764e+000,6.5496417187e+000
4.3500000000e+001,1.5711220886e+001,2.7435207225e+000,6.2309377984e+000,5.2576735486e+000,2.9553050749e+000,7.9048765118e+000,4.7705622237e+000,3.0333485562e+000,3.8524725179e+000,5.9433826045e+000,3.7321215250e+000,8.1092186923e+000,1.2046246115e+000,7.8758783533e+000
4.4000000000e+001,5.1607972846e+000,2.8000865786e+000,4.9277992234e+000,2.4233468633e+000,4.2574586517e+000,3.4350725659e+000,9.6305616375e+000,2.3502972976e+000,6.8224558613e+000,5.1523520146e+000,3.7602914386e+000,5.0681564663e+000,3.7191916108e-001,7.2276074609e+000
4.4500000000e+001,4.2643736956e+000,2.4878276550e+000,1.9016728652e+000,1.7066420821e+000,4.9339263490e+000,5.1813361132e+000,7.5455248304e+000,2.6475919338e+000,8.4855437944e+000,4.6405789043e+000,4.2972882185e+000,4.1665688650e+000,1.3438496767e-001,1.0550902723e+001
4.5000000000e+001,8.2095818416e+000,1.9483634768e+000,5.6291149012e+000,3.9391235862e+000,4.4094171524e+000,1.0539147315e+001,1.3015471520e+001,3.3406844578e+000,2.2281252645e+001,4.0697826176e+000,2.0944915816e+000,2.6368259399e+000,2.7521731537e-001,1.5324857061e+001
4.5500000000e+001,4.0816969387e+000,4.4098557379e+000,3.0583726588e+000,3.2152677616e+000,3.5293275952e+000,5.6792514943e+000,5.8123597203e+000,3.0000223452e+000,1.5050863957e+001,9.1448273424e+000,6.8450693151e+000,3.7159025779e+000,1.9234338901e-001,5.3826790394e+000
